# 3-Component Decay Chain Output
# Input parameters:
#   Half-life A (h): 1.97
#   Half-life B (h): 9.91
#   Na0: 100.0  Nb0: 0.0  Nc0: 0.0
#   tfinal (h): 50.0
#
# t(h)    NA        NB        NC        Total
36.5900   0.000256   9.655322   90.344422   100.000000
36.6000   0.000255   9.648572   90.351173   100.000000
36.6100   0.000255   9.641827   90.357919   100.000000
36.6200   0.000254   9.635086   90.364660   100.000000
36.6300   0.000253   9.628350   90.371397   100.000000
36.6400   0.000252   9.621619   90.378129   100.000000
36.6500   0.000251   9.614892   90.384857   100.000000
36.6600   0.000250   9.608170   90.391580   100.000000
36.6700   0.000249   9.601453   90.398298   100.000000
36.6800   0.000248   9.594741   90.405011   100.000000
36.6900   0.000247   9.588033   90.411720   100.000000
36.7000   0.000247   9.581330   90.418423   100.000000
36.7100   0.000246   9.574632   90.425123   100.000000
36.7200   0.000245   9.567938   90.431817   100.000000
36.7300   0.000244   9.561249   90.438507   100.000000
36.7400   0.000243   9.554565   90.445192   100.000000
36.7500   0.000242   9.547885   90.451873   100.000000
36.7600   0.000241   9.541210   90.458549   100.000000
36.7700   0.000241   9.534540   90.465220   100.000000
36.7800   0.000240   9.527874   90.471886   100.000000
36.7900   0.000239   9.521213   90.478548   100.000000
36.8000   0.000238   9.514556   90.485206   100.000000
36.8100   0.000237   9.507905   90.491858   100.000000
36.8200   0.000236   9.501258   90.498506   100.000000
36.8300   0.000236   9.494615   90.505149   100.000000
36.8400   0.000235   9.487977   90.511788   100.000000
36.8500   0.000234   9.481344   90.518422   100.000000
36.8600   0.000233   9.474716   90.525051   100.000000
36.8700   0.000232   9.468092   90.531676   100.000000
36.8800   0.000231   9.461473   90.538296   100.000000
36.8900   0.000231   9.454858   90.544911   100.000000
36.9000   0.000230   9.448248   90.551522   100.000000
36.9100   0.000229   9.441643   90.558128   100.000000
36.9200   0.000228   9.435042   90.564730   100.000000
36.9300   0.000227   9.428446   90.571327   100.000000
36.9400   0.000227   9.421854   90.577919   100.000000
36.9500   0.000226   9.415267   90.584507   100.000000
36.9600   0.000225   9.408685   90.591090   100.000000
36.9700   0.000224   9.402107   90.597669   100.000000
36.9800   0.000223   9.395534   90.604243   100.000000
36.9900   0.000223   9.388965   90.610812   100.000000
37.0000   0.000222   9.382401   90.617377   100.000000
37.0100   0.000221   9.375842   90.623937   100.000000
37.0200   0.000220   9.369287   90.630492   100.000000
37.0300   0.000220   9.362737   90.637043   100.000000
37.0400   0.000219   9.356191   90.643590   100.000000
37.0500   0.000218   9.349650   90.650132   100.000000
37.0600   0.000217   9.343114   90.656669   100.000000
37.0700   0.000216   9.336582   90.663202   100.000000
37.0800   0.000216   9.330055   90.669730   100.000000
37.0900   0.000215   9.323532   90.676253   100.000000
37.1000   0.000214   9.317014   90.682772   100.000000
37.1100   0.000213   9.310500   90.689287   100.000000
37.1200   0.000213   9.303991   90.695796   100.000000
37.1300   0.000212   9.297486   90.702302   100.000000
37.1400   0.000211   9.290986   90.708803   100.000000
37.1500   0.000210   9.284491   90.715299   100.000000
37.1600   0.000210   9.278000   90.721791   100.000000
37.1700   0.000209   9.271513   90.728278   100.000000
37.1800   0.000208   9.265031   90.734760   100.000000
37.1900   0.000208   9.258554   90.741238   100.000000
37.2000   0.000207   9.252081   90.747712   100.000000
37.2100   0.000206   9.245613   90.754181   100.000000
37.2200   0.000205   9.239149   90.760645   100.000000
37.2300   0.000205   9.232690   90.767105   100.000000
37.2400   0.000204   9.226235   90.773561   100.000000
37.2500   0.000203   9.219785   90.780012   100.000000
37.2600   0.000202   9.213339   90.786458   100.000000
37.2700   0.000202   9.206898   90.792900   100.000000
37.2800   0.000201   9.200461   90.799338   100.000000
37.2900   0.000200   9.194029   90.805771   100.000000
37.3000   0.000200   9.187601   90.812199   100.000000
37.3100   0.000199   9.181178   90.818623   100.000000
37.3200   0.000198   9.174759   90.825043   100.000000
37.3300   0.000198   9.168345   90.831458   100.000000
37.3400   0.000197   9.161935   90.837868   100.000000
37.3500   0.000196   9.155530   90.844274   100.000000
37.3600   0.000195   9.149129   90.850676   100.000000
37.3700   0.000195   9.142733   90.857073   100.000000
37.3800   0.000194   9.136341   90.863465   100.000000
37.3900   0.000193   9.129953   90.869853   100.000000
37.4000   0.000193   9.123570   90.876237   100.000000
37.4100   0.000192   9.117192   90.882616   100.000000
37.4200   0.000191   9.110818   90.888991   100.000000
37.4300   0.000191   9.104448   90.895361   100.000000
37.4400   0.000190   9.098083   90.901727   100.000000
37.4500   0.000189   9.091722   90.908088   100.000000
37.4600   0.000189   9.085366   90.914445   100.000000
37.4700   0.000188   9.079014   90.920798   100.000000
37.4800   0.000187   9.072667   90.927146   100.000000
37.4900   0.000187   9.066324   90.933489   100.000000
37.5000   0.000186   9.059986   90.939828   100.000000
37.5100   0.000185   9.053651   90.946163   100.000000
37.5200   0.000185   9.047322   90.952493   100.000000
37.5300   0.000184   9.040997   90.958819   100.000000
37.5400   0.000183   9.034676   90.965141   100.000000
37.5500   0.000183   9.028359   90.971458   100.000000
37.5600   0.000182   9.022047   90.977770   100.000000
37.5700   0.000182   9.015740   90.984079   100.000000
37.5800   0.000181   9.009437   90.990382   100.000000
37.5900   0.000180   9.003138   90.996682   100.000000
37.6000   0.000180   8.996844   91.002977   100.000000
37.6100   0.000179   8.990554   91.009267   100.000000
37.6200   0.000178   8.984268   91.015553   100.000000
37.6300   0.000178   8.977987   91.021835   100.000000
37.6400   0.000177   8.971710   91.028113   100.000000
37.6500   0.000177   8.965438   91.034386   100.000000
37.6600   0.000176   8.959170   91.040654   100.000000
37.6700   0.000175   8.952906   91.046918   100.000000
37.6800   0.000175   8.946647   91.053178   100.000000
37.6900   0.000174   8.940392   91.059434   100.000000
37.7000   0.000173   8.934142   91.065685   100.000000
37.7100   0.000173   8.927896   91.071932   100.000000
37.7200   0.000172   8.921654   91.078174   100.000000
37.7300   0.000172   8.915416   91.084412   100.000000
37.7400   0.000171   8.909183   91.090646   100.000000
37.7500   0.000170   8.902955   91.096875   100.000000
37.7600   0.000170   8.896730   91.103100   100.000000
37.7700   0.000169   8.890510   91.109320   100.000000
37.7800   0.000169   8.884295   91.115537   100.000000
37.7900   0.000168   8.878084   91.121748   100.000000
37.8000   0.000167   8.871877   91.127956   100.000000
37.8100   0.000167   8.865674   91.134159   100.000000
37.8200   0.000166   8.859476   91.140358   100.000000
37.8300   0.000166   8.853282   91.146553   100.000000
37.8400   0.000165   8.847092   91.152743   100.000000
37.8500   0.000165   8.840907   91.158929   100.000000
37.8600   0.000164   8.834726   91.165110   100.000000
37.8700   0.000163   8.828549   91.171287   100.000000
37.8800   0.000163   8.822377   91.177460   100.000000
37.8900   0.000162   8.816209   91.183629   100.000000
37.9000   0.000162   8.810045   91.189793   100.000000
37.9100   0.000161   8.803886   91.195953   100.000000
37.9200   0.000161   8.797731   91.202109   100.000000
37.9300   0.000160   8.791580   91.208260   100.000000
37.9400   0.000159   8.785433   91.214407   100.000000
37.9500   0.000159   8.779291   91.220550   100.000000
37.9600   0.000158   8.773153   91.226688   100.000000
37.9700   0.000158   8.767020   91.232823   100.000000
37.9800   0.000157   8.760890   91.238952   100.000000
37.9900   0.000157   8.754765   91.245078   100.000000
38.0000   0.000156   8.748645   91.251199   100.000000
38.0100   0.000156   8.742528   91.257316   100.000000
38.0200   0.000155   8.736416   91.263429   100.000000
38.0300   0.000154   8.730308   91.269538   100.000000
38.0400   0.000154   8.724204   91.275642   100.000000
38.0500   0.000153   8.718105   91.281742   100.000000
38.0600   0.000153   8.712010   91.287837   100.000000
38.0700   0.000152   8.705919   91.293929   100.000000
38.0800   0.000152   8.699832   91.300016   100.000000
38.0900   0.000151   8.693750   91.306099   100.000000
38.1000   0.000151   8.687672   91.312178   100.000000
38.1100   0.000150   8.681598   91.318252   100.000000
38.1200   0.000150   8.675528   91.324322   100.000000
38.1300   0.000149   8.669463   91.330388   100.000000
38.1400   0.000149   8.663402   91.336450   100.000000
38.1500   0.000148   8.657345   91.342507   100.000000
38.1600   0.000148   8.651292   91.348560   100.000000
38.1700   0.000147   8.645244   91.354609   100.000000
38.1800   0.000146   8.639200   91.360654   100.000000
38.1900   0.000146   8.633160   91.366695   100.000000
38.2000   0.000145   8.627124   91.372731   100.000000
38.2100   0.000145   8.621092   91.378763   100.000000
38.2200   0.000144   8.615065   91.384791   100.000000
38.2300   0.000144   8.609042   91.390814   100.000000
38.2400   0.000143   8.603023   91.396834   100.000000
38.2500   0.000143   8.597008   91.402849   100.000000
38.2600   0.000142   8.590998   91.408860   100.000000
38.2700   0.000142   8.584991   91.414867   100.000000
38.2800   0.000141   8.578989   91.420869   100.000000
38.2900   0.000141   8.572991   91.426868   100.000000
38.3000   0.000140   8.566998   91.432862   100.000000
38.3100   0.000140   8.561008   91.438852   100.000000
38.3200   0.000139   8.555023   91.444838   100.000000
38.3300   0.000139   8.549042   91.450820   100.000000
38.3400   0.000138   8.543065   91.456797   100.000000
38.3500   0.000138   8.537092   91.462770   100.000000
38.3600   0.000138   8.531123   91.468739   100.000000
38.3700   0.000137   8.525159   91.474704   100.000000
38.3800   0.000137   8.519198   91.480665   100.000000
38.3900   0.000136   8.513242   91.486622   100.000000
38.4000   0.000136   8.507290   91.492574   100.000000
38.4100   0.000135   8.501342   91.498522   100.000000
38.4200   0.000135   8.495399   91.504467   100.000000
38.4300   0.000134   8.489459   91.510407   100.000000
38.4400   0.000134   8.483524   91.516342   100.000000
38.4500   0.000133   8.477593   91.522274   100.000000
38.4600   0.000133   8.471666   91.528201   100.000000
38.4700   0.000132   8.465743   91.534125   100.000000
38.4800   0.000132   8.459824   91.540044   100.000000
38.4900   0.000131   8.453909   91.545959   100.000000
38.5000   0.000131   8.447999   91.551870   100.000000
38.5100   0.000130   8.442093   91.557777   100.000000
38.5200   0.000130   8.436190   91.563680   100.000000
38.5300   0.000130   8.430292   91.569578   100.000000
38.5400   0.000129   8.424398   91.575473   100.000000
38.5500   0.000129   8.418508   91.581363   100.000000
38.5600   0.000128   8.412623   91.587249   100.000000
38.5700   0.000128   8.406741   91.593131   100.000000
38.5800   0.000127   8.400864   91.599009   100.000000
38.5900   0.000127   8.394990   91.604883   100.000000
38.6000   0.000126   8.389121   91.610753   100.000000
38.6100   0.000126   8.383256   91.616619   100.000000
38.6200   0.000125   8.377394   91.622480   100.000000
38.6300   0.000125   8.371537   91.628338   100.000000
38.6400   0.000125   8.365685   91.634191   100.000000
38.6500   0.000124   8.359836   91.640040   100.000000
38.6600   0.000124   8.353991   91.645885   100.000000
38.6700   0.000123   8.348150   91.651726   100.000000
38.6800   0.000123   8.342314   91.657563   100.000000
38.6900   0.000122   8.336481   91.663396   100.000000
38.7000   0.000122   8.330653   91.669225   100.000000
38.7100   0.000122   8.324828   91.675050   100.000000
38.7200   0.000121   8.319008   91.680871   100.000000
38.7300   0.000121   8.313192   91.686687   100.000000
38.7400   0.000120   8.307380   91.692500   100.000000
38.7500   0.000120   8.301572   91.698308   100.000000
38.7600   0.000119   8.295768   91.704113   100.000000
38.7700   0.000119   8.289968   91.709913   100.000000
38.7800   0.000119   8.284172   91.715710   100.000000
38.7900   0.000118   8.278380   91.721502   100.000000
38.8000   0.000118   8.272592   91.727290   100.000000
38.8100   0.000117   8.266808   91.733074   100.000000
38.8200   0.000117   8.261029   91.738854   100.000000
38.8300   0.000117   8.255253   91.744630   100.000000
38.8400   0.000116   8.249481   91.750402   100.000000
38.8500   0.000116   8.243714   91.756170   100.000000
38.8600   0.000115   8.237950   91.761934   100.000000
38.8700   0.000115   8.232191   91.767694   100.000000
38.8800   0.000115   8.226435   91.773450   100.000000
38.8900   0.000114   8.220684   91.779202   100.000000
38.9000   0.000114   8.214936   91.784950   100.000000
38.9100   0.000113   8.209193   91.790694   100.000000
38.9200   0.000113   8.203453   91.796434   100.000000
38.9300   0.000113   8.197718   91.802170   100.000000
38.9400   0.000112   8.191986   91.807901   100.000000
38.9500   0.000112   8.186259   91.813629   100.000000
38.9600   0.000111   8.180536   91.819353   100.000000
38.9700   0.000111   8.174816   91.825073   100.000000
38.9800   0.000111   8.169101   91.830789   100.000000
38.9900   0.000110   8.163389   91.836501   100.000000
39.0000   0.000110   8.157682   91.842208   100.000000
39.0100   0.000109   8.151978   91.847912   100.000000
39.0200   0.000109   8.146279   91.853612   100.000000
39.0300   0.000109   8.140583   91.859308   100.000000
39.0400   0.000108   8.134892   91.865000   100.000000
39.0500   0.000108   8.129204   91.870688   100.000000
39.0600   0.000107   8.123521   91.876372   100.000000
39.0700   0.000107   8.117841   91.882052   100.000000
39.0800   0.000107   8.112166   91.887728   100.000000
39.0900   0.000106   8.106494   91.893400   100.000000
39.1000   0.000106   8.100826   91.899068   100.000000
39.1100   0.000106   8.095163   91.904732   100.000000
39.1200   0.000105   8.089503   91.910392   100.000000
39.1300   0.000105   8.083847   91.916048   100.000000
39.1400   0.000105   8.078195   91.921700   100.000000
39.1500   0.000104   8.072547   91.927348   100.000000
39.1600   0.000104   8.066904   91.932993   100.000000
39.1700   0.000103   8.061264   91.938633   100.000000
39.1800   0.000103   8.055627   91.944269   100.000000
39.1900   0.000103   8.049995   91.949902   100.000000
39.2000   0.000102   8.044367   91.955531   100.000000
39.2100   0.000102   8.038743   91.961155   100.000000
39.2200   0.000102   8.033123   91.966776   100.000000
39.2300   0.000101   8.027506   91.972393   100.000000
39.2400   0.000101   8.021894   91.978005   100.000000
39.2500   0.000101   8.016285   91.983614   100.000000
39.2600   0.000100   8.010681   91.989219   100.000000
39.2700   0.000100   8.005080   91.994820   100.000000
39.2800   0.000099   7.999483   92.000417   100.000000
39.2900   0.000099   7.993890   92.006011   100.000000
39.3000   0.000099   7.988301   92.011600   100.000000
39.3100   0.000098   7.982716   92.017185   100.000000
39.3200   0.000098   7.977135   92.022767   100.000000
39.3300   0.000098   7.971558   92.028344   100.000000
39.3400   0.000097   7.965985   92.033918   100.000000
39.3500   0.000097   7.960415   92.039488   100.000000
39.3600   0.000097   7.954849   92.045054   100.000000
39.3700   0.000096   7.949288   92.050616   100.000000
39.3800   0.000096   7.943730   92.056174   100.000000
39.3900   0.000096   7.938176   92.061728   100.000000
39.4000   0.000095   7.932626   92.067279   100.000000
39.4100   0.000095   7.927080   92.072825   100.000000
39.4200   0.000095   7.921538   92.078368   100.000000
39.4300   0.000094   7.915999   92.083906   100.000000
39.4400   0.000094   7.910465   92.089441   100.000000
39.4500   0.000094   7.904934   92.094972   100.000000
39.4600   0.000093   7.899407   92.100499   100.000000
39.4700   0.000093   7.893884   92.106022   100.000000
39.4800   0.000093   7.888365   92.111542   100.000000
39.4900   0.000092   7.882850   92.117057   100.000000
39.5000   0.000092   7.877339   92.122569   100.000000
39.5100   0.000092   7.871831   92.128077   100.000000
39.5200   0.000091   7.866328   92.133581   100.000000
39.5300   0.000091   7.860828   92.139081   100.000000
39.5400   0.000091   7.855332   92.144577   100.000000
39.5500   0.000090   7.849840   92.150070   100.000000
39.5600   0.000090   7.844352   92.155558   100.000000
39.5700   0.000090   7.838867   92.161043   100.000000
39.5800   0.000090   7.833387   92.166524   100.000000
39.5900   0.000089   7.827910   92.172001   100.000000
39.6000   0.000089   7.822437   92.177474   100.000000
39.6100   0.000089   7.816968   92.182944   100.000000
39.6200   0.000088   7.811502   92.188409   100.000000
39.6300   0.000088   7.806041   92.193871   100.000000
39.6400   0.000088   7.800583   92.199329   100.000000
39.6500   0.000087   7.795129   92.204783   100.000000
39.6600   0.000087   7.789679   92.210234   100.000000
39.6700   0.000087   7.784233   92.215680   100.000000
39.6800   0.000086   7.778791   92.221123   100.000000
39.6900   0.000086   7.773352   92.226562   100.000000
39.7000   0.000086   7.767917   92.231997   100.000000
39.7100   0.000086   7.762486   92.237428   100.000000
39.7200   0.000085   7.757059   92.242856   100.000000
39.7300   0.000085   7.751636   92.248279   100.000000
39.7400   0.000085   7.746216   92.253699   100.000000
39.7500   0.000084   7.740800   92.259115   100.000000
39.7600   0.000084   7.735388   92.264528   100.000000
39.7700   0.000084   7.729980   92.269936   100.000000
39.7800   0.000083   7.724575   92.275341   100.000000
39.7900   0.000083   7.719175   92.280742   100.000000
39.8000   0.000083   7.713778   92.286139   100.000000
39.8100   0.000083   7.708385   92.291533   100.000000
39.8200   0.000082   7.702995   92.296922   100.000000
39.8300   0.000082   7.697610   92.302308   100.000000
39.8400   0.000082   7.692228   92.307691   100.000000
39.8500   0.000081   7.686850   92.313069   100.000000
39.8600   0.000081   7.681475   92.318444   100.000000
39.8700   0.000081   7.676105   92.323814   100.000000
39.8800   0.000081   7.670738   92.329182   100.000000
39.8900   0.000080   7.665375   92.334545   100.000000
39.9000   0.000080   7.660016   92.339905   100.000000
39.9100   0.000080   7.654660   92.345260   100.000000
39.9200   0.000079   7.649308   92.350612   100.000000
39.9300   0.000079   7.643960   92.355961   100.000000
39.9400   0.000079   7.638616   92.361306   100.000000
39.9500   0.000079   7.633275   92.366646   100.000000
39.9600   0.000078   7.627938   92.371984   100.000000
39.9700   0.000078   7.622605   92.377317   100.000000
39.9800   0.000078   7.617276   92.382647   100.000000
39.9900   0.000077   7.611950   92.387973   100.000000
40.0000   0.000077   7.606628   92.393295   100.000000
40.0100   0.000077   7.601310   92.398613   100.000000
40.0200   0.000077   7.595995   92.403928   100.000000
40.0300   0.000076   7.590684   92.409239   100.000000
40.0400   0.000076   7.585377   92.414547   100.000000
40.0500   0.000076   7.580074   92.419850   100.000000
40.0600   0.000076   7.574774   92.425150   100.000000
40.0700   0.000075   7.569478   92.430447   100.000000
40.0800   0.000075   7.564186   92.435739   100.000000
40.0900   0.000075   7.558897   92.441028   100.000000
40.1000   0.000075   7.553612   92.446313   100.000000
40.1100   0.000074   7.548331   92.451595   100.000000
40.1200   0.000074   7.543053   92.456873   100.000000
40.1300   0.000074   7.537780   92.462147   100.000000
40.1400   0.000074   7.532509   92.467417   100.000000
40.1500   0.000073   7.527243   92.472684   100.000000
40.1600   0.000073   7.521980   92.477947   100.000000
40.1700   0.000073   7.516721   92.483206   100.000000
40.1800   0.000072   7.511466   92.488462   100.000000
40.1900   0.000072   7.506214   92.493714   100.000000
40.2000   0.000072   7.500966   92.498962   100.000000
40.2100   0.000072   7.495722   92.504207   100.000000
40.2200   0.000071   7.490481   92.509448   100.000000
40.2300   0.000071   7.485244   92.514685   100.000000
40.2400   0.000071   7.480010   92.519919   100.000000
40.2500   0.000071   7.474781   92.525149   100.000000
40.2600   0.000070   7.469554   92.530375   100.000000
40.2700   0.000070   7.464332   92.535598   100.000000
40.2800   0.000070   7.459113   92.540817   100.000000
40.2900   0.000070   7.453898   92.546032   100.000000
40.3000   0.000069   7.448687   92.551244   100.000000
40.3100   0.000069   7.443479   92.556452   100.000000
40.3200   0.000069   7.438274   92.561657   100.000000
40.3300   0.000069   7.433074   92.566857   100.000000
40.3400   0.000069   7.427877   92.572055   100.000000
40.3500   0.000068   7.422684   92.577248   100.000000
40.3600   0.000068   7.417494   92.582438   100.000000
40.3700   0.000068   7.412308   92.587624   100.000000
40.3800   0.000068   7.407125   92.592807   100.000000
40.3900   0.000067   7.401947   92.597986   100.000000
40.4000   0.000067   7.396771   92.603161   100.000000
40.4100   0.000067   7.391600   92.608333   100.000000
40.4200   0.000067   7.386432   92.613501   100.000000
40.4300   0.000066   7.381268   92.618666   100.000000
40.4400   0.000066   7.376107   92.623827   100.000000
40.4500   0.000066   7.370950   92.628984   100.000000
40.4600   0.000066   7.365796   92.634138   100.000000
40.4700   0.000065   7.360646   92.639288   100.000000
40.4800   0.000065   7.355500   92.644435   100.000000
40.4900   0.000065   7.350357   92.649578   100.000000
40.5000   0.000065   7.345218   92.654717   100.000000
40.5100   0.000065   7.340083   92.659853   100.000000
40.5200   0.000064   7.334951   92.664985   100.000000
40.5300   0.000064   7.329822   92.670114   100.000000
40.5400   0.000064   7.324698   92.675239   100.000000
40.5500   0.000064   7.319576   92.680360   100.000000
40.5600   0.000063   7.314459   92.685478   100.000000
40.5700   0.000063   7.309345   92.690592   100.000000
40.5800   0.000063   7.304234   92.695703   100.000000
40.5900   0.000063   7.299127   92.700810   100.000000
40.6000   0.000063   7.294024   92.705913   100.000000
40.6100   0.000062   7.288924   92.711013   100.000000
40.6200   0.000062   7.283828   92.716110   100.000000
40.6300   0.000062   7.278736   92.721203   100.000000
40.6400   0.000062   7.273646   92.726292   100.000000
40.6500   0.000061   7.268561   92.731378   100.000000
40.6600   0.000061   7.263479   92.736460   100.000000
40.6700   0.000061   7.258401   92.741538   100.000000
40.6800   0.000061   7.253326   92.746613   100.000000
40.6900   0.000061   7.248254   92.751685   100.000000
40.7000   0.000060   7.243187   92.756753   100.000000
40.7100   0.000060   7.238123   92.761817   100.000000
40.7200   0.000060   7.233062   92.766878   100.000000
40.7300   0.000060   7.228005   92.771936   100.000000
40.7400   0.000060   7.222951   92.776989   100.000000
40.7500   0.000059   7.217901   92.782040   100.000000
40.7600   0.000059   7.212855   92.787086   100.000000
40.7700   0.000059   7.207812   92.792130   100.000000
40.7800   0.000059   7.202772   92.797169   100.000000
40.7900   0.000058   7.197736   92.802205   100.000000
40.8000   0.000058   7.192704   92.807238   100.000000
40.8100   0.000058   7.187675   92.812267   100.000000
40.8200   0.000058   7.182649   92.817293   100.000000
40.8300   0.000058   7.177627   92.822315   100.000000
40.8400   0.000057   7.172609   92.827333   100.000000
40.8500   0.000057   7.167594   92.832349   100.000000
40.8600   0.000057   7.162583   92.837360   100.000000
40.8700   0.000057   7.157575   92.842368   100.000000
40.8800   0.000057   7.152571   92.847373   100.000000
40.8900   0.000056   7.147570   92.852374   100.000000
40.9000   0.000056   7.142572   92.857371   100.000000
40.9100   0.000056   7.137579   92.862365   100.000000
40.9200   0.000056   7.132588   92.867356   100.000000
40.9300   0.000056   7.127601   92.872343   100.000000
40.9400   0.000055   7.122618   92.877327   100.000000
40.9500   0.000055   7.117638   92.882307   100.000000
40.9600   0.000055   7.112662   92.887283   100.000000
40.9700   0.000055   7.107689   92.892257   100.000000
40.9800   0.000055   7.102719   92.897226   100.000000
40.9900   0.000055   7.097753   92.902192   100.000000
41.0000   0.000054   7.092790   92.907155   100.000000
41.0100   0.000054   7.087831   92.912114   100.000000
41.0200   0.000054   7.082876   92.917070   100.000000
41.0300   0.000054   7.077924   92.922023   100.000000
41.0400   0.000054   7.072975   92.926971   100.000000
41.0500   0.000053   7.068030   92.931917   100.000000
41.0600   0.000053   7.063088   92.936859   100.000000
41.0700   0.000053   7.058150   92.941797   100.000000
41.0800   0.000053   7.053215   92.946732   100.000000
41.0900   0.000053   7.048283   92.951664   100.000000
41.1000   0.000052   7.043355   92.956592   100.000000
41.1100   0.000052   7.038431   92.961517   100.000000
41.1200   0.000052   7.033510   92.966438   100.000000
41.1300   0.000052   7.028592   92.971356   100.000000
41.1400   0.000052   7.023678   92.976270   100.000000
41.1500   0.000052   7.018767   92.981181   100.000000
41.1600   0.000051   7.013860   92.986089   100.000000
41.1700   0.000051   7.008956   92.990993   100.000000
41.1800   0.000051   7.004056   92.995893   100.000000
41.1900   0.000051   6.999159   93.000791   100.000000
41.2000   0.000051   6.994265   93.005684   100.000000
41.2100   0.000050   6.989375   93.010575   100.000000
41.2200   0.000050   6.984488   93.015462   100.000000
41.2300   0.000050   6.979605   93.020345   100.000000
41.2400   0.000050   6.974725   93.025225   100.000000
41.2500   0.000050   6.969848   93.030102   100.000000
41.2600   0.000050   6.964975   93.034975   100.000000
41.2700   0.000049   6.960105   93.039845   100.000000
41.2800   0.000049   6.955239   93.044712   100.000000
41.2900   0.000049   6.950376   93.049575   100.000000
41.3000   0.000049   6.945517   93.054435   100.000000
41.3100   0.000049   6.940660   93.059291   100.000000
41.3200   0.000049   6.935808   93.064144   100.000000
41.3300   0.000048   6.930958   93.068993   100.000000
41.3400   0.000048   6.926112   93.073839   100.000000
41.3500   0.000048   6.921270   93.078682   100.000000
41.3600   0.000048   6.916431   93.083521   100.000000
41.3700   0.000048   6.911595   93.088357   100.000000
41.3800   0.000048   6.906763   93.093190   100.000000
41.3900   0.000047   6.901934   93.098019   100.000000
41.4000   0.000047   6.897108   93.102845   100.000000
41.4100   0.000047   6.892286   93.107667   100.000000
41.4200   0.000047   6.887467   93.112486   100.000000
41.4300   0.000047   6.882651   93.117302   100.000000
41.4400   0.000047   6.877839   93.122114   100.000000
41.4500   0.000046   6.873030   93.126923   100.000000
41.4600   0.000046   6.868225   93.131729   100.000000
41.4700   0.000046   6.863423   93.136531   100.000000
41.4800   0.000046   6.858624   93.141330   100.000000
41.4900   0.000046   6.853829   93.146126   100.000000
41.5000   0.000046   6.849037   93.150918   100.000000
41.5100   0.000045   6.844248   93.155707   100.000000
41.5200   0.000045   6.839463   93.160492   100.000000
41.5300   0.000045   6.834681   93.165274   100.000000
41.5400   0.000045   6.829902   93.170053   100.000000
41.5500   0.000045   6.825127   93.174829   100.000000
41.5600   0.000045   6.820355   93.179601   100.000000
41.5700   0.000044   6.815586   93.184369   100.000000
41.5800   0.000044   6.810821   93.189135   100.000000
41.5900   0.000044   6.806059   93.193897   100.000000
41.6000   0.000044   6.801300   93.198656   100.000000
41.6100   0.000044   6.796545   93.203411   100.000000
41.6200   0.000044   6.791793   93.208163   100.000000
41.6300   0.000044   6.787044   93.212912   100.000000
41.6400   0.000043   6.782299   93.217658   100.000000
41.6500   0.000043   6.777557   93.222400   100.000000
41.6600   0.000043   6.772818   93.227139   100.000000
41.6700   0.000043   6.768083   93.231874   100.000000
41.6800   0.000043   6.763351   93.236606   100.000000
41.6900   0.000043   6.758622   93.241335   100.000000
41.7000   0.000042   6.753897   93.246061   100.000000
41.7100   0.000042   6.749174   93.250783   100.000000
41.7200   0.000042   6.744456   93.255502   100.000000
41.7300   0.000042   6.739740   93.260218   100.000000
41.7400   0.000042   6.735028   93.264930   100.000000
41.7500   0.000042   6.730319   93.269640   100.000000
41.7600   0.000042   6.725613   93.274345   100.000000
41.7700   0.000041   6.720911   93.279048   100.000000
41.7800   0.000041   6.716212   93.283747   100.000000
41.7900   0.000041   6.711516   93.288443   100.000000
41.8000   0.000041   6.706823   93.293136   100.000000
41.8100   0.000041   6.702134   93.297825   100.000000
41.8200   0.000041   6.697448   93.302511   100.000000
41.8300   0.000041   6.692765   93.307194   100.000000
41.8400   0.000040   6.688086   93.311874   100.000000
41.8500   0.000040   6.683410   93.316550   100.000000
41.8600   0.000040   6.678737   93.321223   100.000000
41.8700   0.000040   6.674067   93.325893   100.000000
41.8800   0.000040   6.669401   93.330559   100.000000
41.8900   0.000040   6.664738   93.335222   100.000000
41.9000   0.000040   6.660078   93.339882   100.000000
41.9100   0.000039   6.655421   93.344539   100.000000
41.9200   0.000039   6.650768   93.349193   100.000000
41.9300   0.000039   6.646118   93.353843   100.000000
41.9400   0.000039   6.641471   93.358490   100.000000
41.9500   0.000039   6.636828   93.363133   100.000000
41.9600   0.000039   6.632187   93.367774   100.000000
41.9700   0.000039   6.627550   93.372411   100.000000
41.9800   0.000038   6.622916   93.377045   100.000000
41.9900   0.000038   6.618286   93.381676   100.000000
42.0000   0.000038   6.613658   93.386303   100.000000
42.0100   0.000038   6.609034   93.390928   100.000000
42.0200   0.000038   6.604413   93.395549   100.000000
42.0300   0.000038   6.599796   93.400166   100.000000
42.0400   0.000038   6.595181   93.404781   100.000000
42.0500   0.000038   6.590570   93.409392   100.000000
42.0600   0.000037   6.585962   93.414000   100.000000
42.0700   0.000037   6.581357   93.418605   100.000000
42.0800   0.000037   6.576756   93.423207   100.000000
42.0900   0.000037   6.572158   93.427805   100.000000
42.1000   0.000037   6.567562   93.432401   100.000000
42.1100   0.000037   6.562971   93.436993   100.000000
42.1200   0.000037   6.558382   93.441581   100.000000
42.1300   0.000036   6.553796   93.446167   100.000000
